   Num:    Value  Size Type    Bind   Vis      Ndx Name
   297: 00000000     0 NOTYPE  LOCAL  DEFAULT  ABS __tmp_reg__
   299: 00000000     0 FILE    LOCAL  DEFAULT  ABS ungetc.c
   304: 00000000     0 NOTYPE  LOCAL  DEFAULT  ABS __tmp_reg__
   306: 00000000     0 FILE    LOCAL  DEFAULT  ABS _exit.o
   335: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z12serialEvent1v
   341: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z17Serial2_availablev
   342: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z12serialEvent2v
   392: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z11serialEventv
   393: 00000000     0 NOTYPE  GLOBAL DEFAULT    2 __vectors
   400: 00000000     0 NOTYPE  WEAK   DEFAULT    2 __vector_default
   427: 00000000     0 NOTYPE  WEAK   DEFAULT  ABS __heap_end
   460: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z17Serial1_availablev
   475: 00000000     0 NOTYPE  WEAK   DEFAULT  UND _Z12serialEvent3v
     2: 00000000     0 SECTION LOCAL  DEFAULT    2 
     4: 00000000     0 SECTION LOCAL  DEFAULT    4 
    26: 00000000     0 NOTYPE  LOCAL  DEFAULT  ABS __tmp_reg__
    20: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   305: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   284: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   298: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   238: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   270: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
    27: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   291: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   254: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   277: 00000001     0 NOTYPE  LOCAL  DEFAULT  ABS __zero_reg__
   471: 00000003     0 NOTYPE  GLOBAL DEFAULT  ABS __FUSE_REGION_LENGTH__
   236: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   282: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
    25: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   275: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
    18: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   303: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   268: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   296: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   252: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
   289: 0000003b     0 NOTYPE  LOCAL  DEFAULT  ABS __RAMPZ__
    16: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   250: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   287: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   301: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   273: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   294: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   266: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   234: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
    23: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
   280: 0000003d     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_L__
    22: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   279: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   233: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   286: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   300: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   249: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
    15: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   272: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   265: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   293: 0000003e     0 NOTYPE  LOCAL  DEFAULT  ABS __SP_H__
   235: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
    24: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   267: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   274: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
    17: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   295: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   281: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   251: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   302: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   288: 0000003f     0 NOTYPE  LOCAL  DEFAULT  ABS __SREG__
   326: 000000e4     0 NOTYPE  GLOBAL DEFAULT    2 __trampolines_start
   349: 000001b0     0 NOTYPE  GLOBAL DEFAULT    2 __trampolines_end
   244: 000001b0    12 OBJECT  LOCAL  DEFAULT    2 __c.2370
   172: 000001bc     2 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_6
   171: 000001be     2 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_5
   170: 000001c0     2 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_4
   169: 000001c2    14 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_3
   168: 000001d0     1 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_2
   167: 000001d1     2 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_1
   166: 000001d3     2 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c_0
   165: 000001d5    14 OBJECT  LOCAL  DEFAULT    2 _ZZ4loopE3__c
    55: 000001e3    70 OBJECT  LOCAL  DEFAULT    2 digital_pin_to_timer_PGM
   227: 00000229  8026 OBJECT  LOCAL  DEFAULT    2 _ZL29WerewolvesLondon_Voice_Player
   403: 00000400     0 NOTYPE  GLOBAL DEFAULT  ABS __SIGNATURE_REGION_LENGTH__
   361: 00000400     0 NOTYPE  GLOBAL DEFAULT  ABS __LOCK_REGION_LENGTH__
   431: 00000400     0 NOTYPE  GLOBAL DEFAULT  ABS __USER_SIGNATURE_REGION_LENGTH__
   226: 00002183  8026 OBJECT  LOCAL  DEFAULT    2 _ZL30WerewolvesLondon_MouthRotation
   446: 000021ff     0 NOTYPE  WEAK   DEFAULT  ABS __stack
   225: 000040dd  8026 OBJECT  LOCAL  DEFAULT    2 _ZL33WerewolvesLondon_HeadHoriRotation
   224: 00006037  8026 OBJECT  LOCAL  DEFAULT    2 _ZL33WerewolvesLondon_HeadVertRotation
   223: 00007f91  7838 OBJECT  LOCAL  DEFAULT    2 _ZL17DayO_Voice_Player
   222: 00009e2f  7838 OBJECT  LOCAL  DEFAULT    2 _ZL18DayO_MouthRotation
   221: 0000bccd  7838 OBJECT  LOCAL  DEFAULT    2 _ZL21DayO_HeadHoriRotation
   220: 0000db6b  7838 OBJECT  LOCAL  DEFAULT    2 _ZL21DayO_HeadVertRotation
    32: 0000fa09    26 OBJECT  LOCAL  DEFAULT    2 port_to_output_PGM
    31: 0000fa23    26 OBJECT  LOCAL  DEFAULT    2 port_to_mode_PGM
    30: 0000fa3d    70 OBJECT  LOCAL  DEFAULT    2 digital_pin_to_port_PGM
    29: 0000fa83    70 OBJECT  LOCAL  DEFAULT    2 digital_pin_to_bit_mask_PGM
   407: 0000faca     0 NOTYPE  GLOBAL DEFAULT    2 __ctors_start
   444: 0000facc     0 NOTYPE  GLOBAL DEFAULT    2 __ctors_end
   357: 0000facc     0 NOTYPE  GLOBAL DEFAULT    2 __dtors_end
   443: 0000facc     0 NOTYPE  GLOBAL DEFAULT    2 __dtors_start
   372: 0000facc     0 NOTYPE  WEAK   DEFAULT    2 __init
   384: 0000fadc    16 NOTYPE  GLOBAL HIDDEN     2 __do_clear_bss
   247: 0000fae4     0 NOTYPE  LOCAL  DEFAULT    2 .do_clear_bss_loop
   246: 0000fae6     0 NOTYPE  LOCAL  DEFAULT    2 .do_clear_bss_start
   411: 0000faec    26 NOTYPE  GLOBAL HIDDEN     2 __do_copy_data
   481: 0000fb06    32 NOTYPE  GLOBAL HIDDEN     2 __do_global_ctors
   420: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_44
   371: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_11
   375: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_13
   377: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_17
   379: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_19
   380: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_56
   381: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_7
   383: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_49
   386: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_41
   360: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_30
   409: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_37
   419: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_4
   465: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_53
   477: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_42
   334: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_12
   435: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_21
   338: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_46
   339: 0000fb2e     0 NOTYPE  GLOBAL DEFAULT    2 __bad_interrupt
   436: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_15
   437: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_36
   343: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_6
   345: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_31
   347: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_35
   440: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_29
   351: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_3
   363: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_45
   425: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_51
   455: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_48
   428: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_9
   429: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_2
   308: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_38
   309: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_22
   310: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_28
   314: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_1
   318: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_32
   322: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_34
   466: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_10
   467: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_50
   468: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_16
   470: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_18
   464: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_14
   474: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_20
   333: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_24
   391: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_43
   395: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_27
   447: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_40
   401: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_5
   402: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_33
   452: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_8
   406: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_47
   408: 0000fb2e     0 NOTYPE  WEAK   DEFAULT    2 __vector_52
    28: 0000fb32    62 FUNC    LOCAL  DEFAULT    2 pinMode.constprop.68
    33: 0000fb70   164 FUNC    LOCAL  DEFAULT    2 _ZN14devices_player15register_deviceEP11base_deviceP21indexed_values_readerm.constprop.46
    37: 0000fc14     2 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire16onRequestServiceEv
    38: 0000fc16     2 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire16onReceiveServiceEPhi
    39: 0000fc18    90 FUNC    LOCAL  DEFAULT    2 _ZN5Print5writeEPKhj
    40: 0000fc72    30 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial17availableForWriteEv
    41: 0000fc90    40 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial4readEv
    42: 0000fcb8    28 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial4peekEv
    43: 0000fcd4    24 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial9availableEv
    44: 0000fcec    20 FUNC    LOCAL  DEFAULT    2 _Z17Serial3_availablev
    46: 0000fd00    20 FUNC    LOCAL  DEFAULT    2 _Z17Serial0_availablev
    48: 0000fd14    68 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial17_tx_udr_empty_irqEv
    49: 0000fd58   154 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial5writeEh
    50: 0000fdf2    10 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial5writeEi.constprop.44
    51: 0000fdfc    54 FUNC    LOCAL  DEFAULT    2 _ZN5Print5printEPK19__FlashStringHelper.constprop.17
   319: 0000fe00     0 NOTYPE  GLOBAL DEFAULT  ABS __DATA_REGION_LENGTH__
    52: 0000fe32    64 FUNC    LOCAL  DEFAULT    2 _ZN14HardwareSerial5flushEv
    53: 0000fe72    90 FUNC    LOCAL  DEFAULT    2 _Z14serialEventRunv
    54: 0000fecc   280 FUNC    LOCAL  DEFAULT    2 digitalWrite
    56: 0000ffe4   198 FUNC    LOCAL  DEFAULT    2 _ZN8PWMServo6attachEiii.part.0.constprop.42
   462: 00010000     0 NOTYPE  GLOBAL DEFAULT  ABS __EEPROM_REGION_LENGTH__
    60: 000100aa    74 FUNC    LOCAL  DEFAULT    2 micros
    62: 000100f4   100 FUNC    LOCAL  DEFAULT    2 delay
    63: 00010158    24 FUNC    LOCAL  DEFAULT    2 millis
    66: 00010170     2 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO055D2Ev
    67: 00010170     2 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO055D1Ev
    68: 00010172     2 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_Sensor15enableAutoRangeEb
    69: 00010174    78 FUNC    LOCAL  DEFAULT    2 twi_transmit
    73: 000101c2    60 FUNC    LOCAL  DEFAULT    2 twi_init
    76: 000101fe    66 FUNC    LOCAL  DEFAULT    2 twi_handleTimeout
    78: 00010240   480 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire15endTransmissionEh.constprop.38
    91: 00010420   414 FUNC    LOCAL  DEFAULT    2 twi_readFrom.constprop.32
    94: 000105be     2 FUNC    LOCAL  DEFAULT    2 _ZN11base_device4stopEv
    93: 000105be     2 FUNC    LOCAL  DEFAULT    2 _ZN11base_device5pauseEv
    95: 000105be     2 FUNC    LOCAL  DEFAULT    2 _ZN11base_device6resumeEv
    96: 000105be     2 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire5flushEv
    97: 000105c0    30 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire4peekEv
   100: 000105de    38 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire4readEv
   101: 00010604    14 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire9availableEv
   102: 00010612    90 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire5writeEPKhj
   103: 0001066c    94 FUNC    LOCAL  DEFAULT    2 _ZN7TwoWire5writeEh
   104: 000106ca    56 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0556write8ENS_21adafruit_bno055_reg_tEh
   106: 00010702    28 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0557setModeENS_24adafruit_bno055_opmode_tE
   107: 0001071e     6 FUNC    LOCAL  DEFAULT    2 _ZN5Print17availableForWriteEv
   108: 00010724     8 FUNC    LOCAL  DEFAULT    2 _ZN12servo_device11device_readEv
   109: 0001072c   164 FUNC    LOCAL  DEFAULT    2 _ZN12servo_device12device_writeEj
   111: 000107d0     8 FUNC    LOCAL  DEFAULT    2 _ZN12relay_device11device_readEv
   110: 000107d0     8 FUNC    LOCAL  DEFAULT    2 _ZN10LED_device11device_readEv
   112: 000107d8    22 FUNC    LOCAL  DEFAULT    2 _ZN12relay_device12device_writeEj
   113: 000107ee    52 FUNC    LOCAL  DEFAULT    2 _ZN10mp3_device6resumeEv
   114: 00010822    52 FUNC    LOCAL  DEFAULT    2 _ZN10mp3_device5pauseEv
   115: 00010856     8 FUNC    LOCAL  DEFAULT    2 _ZN10mp3_device11device_readEv
   116: 0001085e   268 FUNC    LOCAL  DEFAULT    2 _ZN10MP3_Player10Set_VolumeEj.part.2
   117: 0001096a    40 FUNC    LOCAL  DEFAULT    2 _ZN10MP3_Player4StopEv
   118: 00010992   184 FUNC    LOCAL  DEFAULT    2 _ZN10MP3_Player10InitializeEj.constprop.43
   120: 00010a4a     6 FUNC    LOCAL  DEFAULT    2 _ZN10mp3_device4stopEv
   121: 00010a50     6 FUNC    LOCAL  DEFAULT    2 _ZN21indexed_values_reader4readEm
   122: 00010a56    68 FUNC    LOCAL  DEFAULT    2 _ZN26ProgMemArray_values_reader4readEm
   123: 00010a9a    52 FUNC    LOCAL  DEFAULT    2 _ZN25NormalArray_values_reader4readEm
   124: 00010ace    10 FUNC    LOCAL  DEFAULT    2 _ZN10LED_device12device_writeEj.part.0
   125: 00010ad8    22 FUNC    LOCAL  DEFAULT    2 _ZN10LED_device12device_writeEj
   126: 00010aee    26 FUNC    LOCAL  DEFAULT    2 _ZN5Print5writeEPKc.part.2.constprop.59
   127: 00010b08   136 FUNC    LOCAL  DEFAULT    2 _ZN5Print11printNumberEmh.constprop.52
   128: 00010b90    36 FUNC    LOCAL  DEFAULT    2 _ZN5Print7printlnEPKc.constprop.56
   129: 00010bb4    14 FUNC    LOCAL  DEFAULT    2 _ZN5Print5printEPKc.constprop.34
   130: 00010bc2   210 FUNC    LOCAL  DEFAULT    2 _Z28mouthServoSettingsForDegChngiiibiPi.constprop.55
   131: 00010c94    36 FUNC    LOCAL  DEFAULT    2 _ZN5Print7printlnEji.constprop.48
   132: 00010cb8    96 FUNC    LOCAL  DEFAULT    2 _ZN5Print5printEii.constprop.20
   133: 00010d18    14 FUNC    LOCAL  DEFAULT    2 _ZN5Print5printEhi.constprop.19
   134: 00010d26    28 FUNC    LOCAL  DEFAULT    2 _ZN5Print7printlnEhi.constprop.18
   135: 00010d42   424 FUNC    LOCAL  DEFAULT    2 _ZN5Print5printEdi.constprop.13
   136: 00010eea   110 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0557readLenENS_21adafruit_bno055_reg_tEPhh
   137: 00010f58    70 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0555read8ENS_21adafruit_bno055_reg_tE
   139: 00010f9e     4 FUNC    LOCAL  DEFAULT    2 __cxa_pure_virtual
   140: 00010fa2     4 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO055D0Ev
   141: 00010fa6   340 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0558getEventEP15sensors_event_t
   142: 000110fa   138 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO0559getSensorEP8sensor_t
   143: 00011184   112 FUNC    LOCAL  DEFAULT    2 twi_stop
   144: 000111f4   278 FUNC    LOCAL  DEFAULT    2 _ZN10mp3_device12device_writeEj
   145: 0001130a  9052 FUNC    LOCAL  DEFAULT    2 loop
   336: 00013666    84 FUNC    GLOBAL DEFAULT    2 __vector_55
   373: 000136ba   108 FUNC    GLOBAL DEFAULT    2 __vector_54
   453: 00013726    84 FUNC    GLOBAL DEFAULT    2 __vector_26
   364: 0001377a   108 FUNC    GLOBAL DEFAULT    2 __vector_25
   355: 000137e6   148 FUNC    GLOBAL DEFAULT    2 __vector_23
   350: 0001387a   584 FUNC    GLOBAL DEFAULT    2 __vector_39
    35: 00013ac2   128 FUNC    LOCAL  DEFAULT    2 _ZN14devices_player22unregister_all_devicesEv.constprop.10
    36: 00013b42    56 FUNC    LOCAL  DEFAULT    2 _ZN14devices_player9stop_playEv.constprop.9
    65: 00013b7a    92 FUNC    LOCAL  DEFAULT    2 _ZN14devices_player10start_playENS_11e_play_typeE.constprop.7
   138: 00013bd6    72 FUNC    LOCAL  DEFAULT    2 _ZN15Adafruit_BNO05517isFullyCalibratedEv
   203: 00013c1e  1198 FUNC    LOCAL  DEFAULT    2 _GLOBAL__I_65535_0_LED_device.cpp.o.3308
   417: 000140cc  1774 FUNC    GLOBAL DEFAULT    2 main
   367: 000147ba   604 FUNC    GLOBAL DEFAULT    2 strtol
   353: 00014a16     0 NOTYPE  GLOBAL DEFAULT    2 isspace
   312: 00014a28    78 FUNC    GLOBAL DEFAULT    2 strtok_r
   331: 00014a76     0 NOTYPE  GLOBAL DEFAULT    2 __ctype_isfalse
   316: 00014a7a     0 NOTYPE  GLOBAL DEFAULT    2 __ctype_istrue
   394: 00014a7c    16 FUNC    GLOBAL DEFAULT    2 eeprom_read_byte
   368: 00014a8c    28 FUNC    GLOBAL DEFAULT    2 eeprom_write_byte
   311: 00014a8e     0 NOTYPE  GLOBAL DEFAULT    2 eeprom_write_r18
   397: 00014aa8    32 NOTYPE  GLOBAL HIDDEN     2 __mulsi3
   459: 00014ac8    68 NOTYPE  GLOBAL HIDDEN     2 __udivmodsi4
   257: 00014ad4     0 NOTYPE  LOCAL  DEFAULT    2 __udivmodsi4_loop
   256: 00014aee     0 NOTYPE  LOCAL  DEFAULT    2 __udivmodsi4_ep
   359: 00014b0c    22 NOTYPE  GLOBAL HIDDEN     2 __muluhisi3
   313: 00014b22    30 NOTYPE  GLOBAL HIDDEN     2 __umulhisi3
   332: 00014b40    14 FUNC    GLOBAL DEFAULT    2 __subsf3
   476: 00014b42     0 NOTYPE  GLOBAL DEFAULT    2 __addsf3
   430: 00014b70   204 FUNC    GLOBAL DEFAULT    2 __addsf3x
   327: 00014c1a    46 FUNC    GLOBAL DEFAULT    2 ceil
   418: 00014c48     0 NOTYPE  GLOBAL DEFAULT    2 __ltsf2
   354: 00014c48     0 NOTYPE  GLOBAL DEFAULT    2 __nesf2
   346: 00014c48     0 NOTYPE  GLOBAL DEFAULT    2 __lesf2
   413: 00014c48    10 FUNC    GLOBAL DEFAULT    2 __cmpsf2
   399: 00014c48     0 NOTYPE  GLOBAL DEFAULT    2 __eqsf2
   320: 00014c52     8 FUNC    GLOBAL DEFAULT    2 __divsf3
   370: 00014c7a   220 FUNC    GLOBAL DEFAULT    2 __divsf3x
   454: 00014c80     0 NOTYPE  GLOBAL DEFAULT    2 __divsf3_pse
   323: 00014d36    14 FUNC    GLOBAL DEFAULT    2 __fixsfsi
   461: 00014d44    94 FUNC    GLOBAL DEFAULT    2 __fixunssfsi
   457: 00014da2   122 FUNC    GLOBAL DEFAULT    2 __floatunsisf
   390: 00014da6     0 NOTYPE  GLOBAL DEFAULT    2 __floatsisf
   328: 00014e1c    72 FUNC    GLOBAL DEFAULT    2 __fp_cmp
   382: 00014e64    12 FUNC    GLOBAL DEFAULT    2 __fp_inf
   412: 00014e70    54 FUNC    GLOBAL DEFAULT    2 __fp_mintl
   422: 00014ea6    28 FUNC    GLOBAL DEFAULT    2 __fp_mpack
   315: 00014eaa     0 NOTYPE  GLOBAL DEFAULT    2 __fp_mpack_finite
   378: 00014ec2     6 FUNC    GLOBAL DEFAULT    2 __fp_nan
   438: 00014ec8    14 FUNC    GLOBAL DEFAULT    2 __fp_pscA
   414: 00014ed6    14 FUNC    GLOBAL DEFAULT    2 __fp_pscB
   321: 00014ee4    34 FUNC    GLOBAL DEFAULT    2 __fp_round
   324: 00014f06    68 FUNC    GLOBAL DEFAULT    2 __fp_split3
   415: 00014f16     0 NOTYPE  GLOBAL DEFAULT    2 __fp_splitA
   410: 00014f4a    48 FUNC    GLOBAL DEFAULT    2 __fp_trunc
   352: 00014f7a    14 FUNC    GLOBAL DEFAULT    2 __fp_zero
